iter	RMSE
0	0.09700241935
1	0.09443525433
2	0.09222703869
3	0.09052872958
4	0.08887858857
5	0.08756374055
6	0.08637153648
7	0.08539898532
8	0.08446327221
9	0.08374050396
10	0.08296279564
11	0.08237819856
12	0.08184448861
13	0.08134487431
14	0.08099705184
15	0.08064135839
16	0.08028216249
17	0.07996063543
18	0.0796287008
19	0.07940957161
20	0.07917277897
21	0.07892138839
22	0.07874911682
23	0.07855226187
24	0.07839341308
25	0.0782583949
26	0.07812945223
27	0.07795163435
28	0.07781115269
29	0.07771974903
30	0.07762489151
31	0.07750942316
32	0.0773983235
33	0.07726161838
34	0.07717844052
35	0.07708212345
36	0.07701369502
37	0.07694348846
38	0.07683044037
39	0.07673977385
40	0.07663330474
41	0.07657098297
42	0.07648461389
43	0.07644229063
44	0.07638895918
45	0.07631694058
46	0.07622366406
47	0.07614839707
48	0.07605003085
49	0.07596560117
50	0.07588894852
51	0.07583223986
52	0.07579487481
53	0.07573994946
54	0.07571289588
55	0.07566026794
56	0.07558045447
57	0.07551186798
58	0.07546929817
59	0.0754345853
60	0.07539715436
61	0.07535371535
62	0.07527257495
63	0.07523611349
64	0.07519499021
65	0.07516640089
66	0.07512563451
67	0.07509939567
68	0.07507520607
69	0.07504311258
70	0.07500420306
71	0.07496881711
72	0.07492557556
73	0.07490511857
74	0.07486982659
75	0.0747978608
76	0.07476341155
77	0.07470202271
78	0.07468275881
79	0.07466090891
80	0.0746351333
81	0.07459968116
82	0.07452844802
83	0.07450496037
84	0.07444288343
85	0.07440061711
86	0.07437241215
87	0.07435009259
88	0.07432860906
89	0.07426628283
90	0.07420678293
91	0.07414838186
92	0.07412787426
93	0.07408953068
94	0.07405525119
95	0.07400675701
96	0.07396080804
97	0.07393004613
98	0.07389784866
99	0.07385289838
100	0.07381827818
101	0.07379051406
102	0.07377497437
103	0.07372356177
104	0.07370143625
105	0.07367507192
106	0.073624551
107	0.07360305581
108	0.07355872674
109	0.07352165117
110	0.07350230996
111	0.07343247899
112	0.07341127674
113	0.07337362946
114	0.07335529314
115	0.07333830118
116	0.07328319383
117	0.07326598624
118	0.07322042075
119	0.07320369232
120	0.07318217416
121	0.07314835366
122	0.07311935389
123	0.07310058003
124	0.07307735697
125	0.07303431796
126	0.07298483119
127	0.07295662562
128	0.07293483544
129	0.07288743205
130	0.07287206985
131	0.07284259018
132	0.07278982566
133	0.07274826661
134	0.072725612
135	0.07267257276
136	0.07266050369
137	0.07261978185
138	0.07260474667
139	0.07259246604
140	0.07256661048
141	0.07253091442
142	0.0725004157
143	0.07246796881
144	0.07245775803
145	0.07243507938
146	0.07240966169
147	0.07239352447
148	0.07237109058
149	0.07232264191
150	0.07231165827
151	0.07228113723
152	0.07226935094
153	0.07222663357
154	0.07220151085
155	0.07215421939
156	0.07214068049
157	0.07211087757
158	0.07207441334
159	0.07204400245
160	0.07202216095
161	0.07200646348
162	0.07197984934
163	0.07195426006
164	0.07191384581
165	0.07189947821
166	0.0718825785
167	0.0718602546
168	0.07184778322
169	0.07183323574
170	0.07181302073
171	0.07179293228
172	0.0717554985
173	0.07174475064
174	0.07172192207
175	0.07167722529
176	0.07166828822
177	0.07166075497
