iter	RMSE
0	0.09851565641
1	0.09643453066
2	0.09454026503
3	0.092952957
4	0.09140608402
5	0.09009051786
6	0.08894035461
7	0.08792976262
8	0.08702905908
9	0.08622416571
10	0.08549479454
11	0.08485433764
12	0.08423608697
13	0.08370962953
14	0.0832693304
15	0.08290452707
16	0.08254895217
17	0.08216972179
18	0.08181818727
19	0.08151103438
20	0.08126947277
21	0.08099846383
22	0.08077196464
23	0.08057231336
24	0.08038650889
25	0.0801779913
26	0.08000576281
27	0.0798051207
28	0.07963904325
29	0.07947940322
30	0.07934006774
31	0.07921399556
32	0.07910600953
33	0.07901262271
34	0.07892365393
35	0.07881749411
36	0.07865663272
37	0.07851895885
38	0.07844453024
39	0.07835946852
40	0.07822404218
41	0.07815004494
42	0.07809160512
43	0.07800698845
44	0.0779400435
45	0.07787819452
46	0.07777810302
47	0.07769286378
48	0.07764920624
49	0.07759166299
50	0.07755342679
51	0.07749498884
52	0.07740788865
53	0.07735921621
54	0.07732360159
55	0.07724237188
56	0.07717168233
57	0.07713488541
58	0.07704057606
59	0.07699537156
60	0.07691613223
61	0.07686775587
62	0.07680244665
63	0.07675812604
64	0.07665781857
65	0.07660744207
66	0.07654932428
67	0.07652855253
68	0.07647832966
69	0.07642087241
70	0.07634966706
71	0.07628666859
72	0.07624297094
73	0.07621845895
74	0.07616402754
75	0.07610618338
76	0.07607263274
77	0.07604199374
78	0.0760205852
79	0.07599434501
80	0.07596772681
81	0.07590597561
82	0.07587870066
83	0.07583132412
84	0.07575836133
85	0.07573683655
86	0.07569271434
87	0.07566602764
88	0.07564528273
89	0.07558784973
90	0.0755144706
91	0.07547332747
92	0.07543442094
93	0.07541601934
94	0.07537972499
95	0.07536188649
96	0.0753273789
97	0.07529870066
98	0.07527473331
99	0.07523246336
100	0.07520821808
101	0.07518450629
102	0.0751625699
103	0.07509531088
104	0.07505549038
105	0.07503216311
106	0.07500199972
107	0.07498172303
108	0.07495737559
109	0.07489576102
110	0.07484385141
111	0.07481850423
112	0.07479219131
113	0.07477206324
114	0.07475406619
115	0.0747158906
116	0.07469352791
117	0.0746775774
118	0.07465944822
119	0.07464252019
120	0.07462716323
121	0.07459042431
122	0.07457330014
123	0.07455942658
124	0.07453328881
125	0.07451414116
126	0.07445670843
127	0.07441027536
128	0.07439098695
129	0.0743801606
130	0.0743503017
131	0.07431759634
132	0.07428781141
133	0.07427761091
134	0.07426568716
135	0.07424680061
136	0.07419995675
137	0.07417654418
138	0.07414683201
139	0.07412158975
140	0.07409790385
141	0.07407054339
142	0.07405692731
143	0.07402984942
144	0.07400059986
145	0.07397970385
146	0.07395877221
147	0.07393268524
148	0.07391290998
149	0.0738891213
150	0.07385154414
151	0.07381874753
152	0.07379236248
153	0.07376206299
154	0.07373234029
155	0.07371924255
156	0.07370198903
157	0.07367624342
158	0.07364830773
159	0.07361715575
160	0.07357702206
161	0.0735389624
162	0.07351781086
163	0.07348722704
164	0.07345800171
165	0.07343303591
166	0.07340285215
167	0.07338541298
168	0.07335885209
169	0.07331892959
170	0.07329012524
171	0.07326519121
172	0.07325704127
173	0.07324797898
174	0.07321336677
175	0.07319116318
176	0.07316642462
177	0.07315408527
178	0.07312498286
179	0.07309968742
180	0.07307164861
181	0.0730558786
182	0.07303476175
183	0.07300385874
184	0.07298752709
185	0.07297634883
186	0.07293927767
187	0.07292449793
188	0.07289888326
189	0.07288375509
190	0.07285293961
191	0.07283835997
192	0.07277754736
193	0.07275939415
194	0.07273518167
195	0.07272177806
196	0.07270768992
197	0.07266839117
198	0.07264797207
199	0.07262682979
200	0.07261703459
201	0.07259258962
202	0.07257777036
203	0.07255945849
204	0.07255100407
205	0.07252351345
206	0.07251405329
207	0.07249421972
208	0.07247711578
209	0.07246264329
210	0.07244243142
211	0.07239507182
212	0.07238209733
213	0.07236673309
214	0.07233121093
215	0.07230502102
216	0.07228245504
217	0.07226812284
218	0.07225206161
219	0.07222789696
220	0.07220794716
221	0.07218117283
222	0.07216580715
223	0.0721426261
